판정,레거시 스타일,node_id,HEX,정본 대상,정본 HEX,색차(ΔE),비고
ABSORB,"First Red/100","30645:24086","#FBD2D3","Primary/Red 010","#FBD2D3",0,""
ABSORB,"First Red/200","30645:24087","#F8A4A7","Primary/Red 020","#F8A4A7",0,""
ABSORB,"First Red/300","30645:24088","#F4777C","Primary/Red 030","#F4777C",0,""
ABSORB,"First Red/400","30645:24089","#F14950","Primary/Red 040","#F14950",0,""
ABSORB,"First Red/500","30645:24090","#ED1C24","Primary/Red 050","#ED1C24",0,""
ABSORB,"First Red/500","42554:49312","#ED1C24","Primary/Red 050","#ED1C24",0,""
ABSORB,"First Red/600","30645:24091","#BE161D","Primary/Red 060","#BE161D",0,""
ABSORB,"First Red/700","30645:24092","#8E1116","Primary/Red 070","#8E1116",0,""
ABSORB,"First Red/800","30645:24093","#5F0B0E","Primary/Red 080","#5F0B0E",0,""
ABSORB,"First Red/900","30645:24094","#2F0607","Primary/Red 090","#2F0607",0,""
ABSORB,"First Red/r500","42342:70317","#ED1C24","Primary/Red 050","#ED1C24",0,""
ABSORB,"First Red/r600","42342:70322","#BE161D","Primary/Red 060","#BE161D",0,""
ABSORB,"FirstRed/g100","41321:26956","#FBD2D3","Primary/Red 010","#FBD2D3",0,""
ABSORB,"FirstRed/g300","40227:27075","#F4777C","Primary/Red 030","#F4777C",0,""
ABSORB,"FirstRed/g300","42412:13053","#F4777C","Primary/Red 030","#F4777C",0,""
ABSORB,"FirstRed/g400","38433:38853","#F14950","Primary/Red 040","#F14950",0,""
ABSORB,"FirstRed/g400","40613:37642","#F14950","Primary/Red 040","#F14950",0,""
ABSORB,"FirstRed/g400","42066:28173","#F14950","Primary/Red 040","#F14950",0,""
ABSORB,"FirstRed/g400","43169:12298","#F14950","Primary/Red 040","#F14950",0,""
ABSORB,"FirstRed/g500_Default","38433:38447","#ED1C24","Primary/Red 050","#ED1C24",0,""
ABSORB,"FirstRed/g500_Default","40613:37595","#ED1C24","Primary/Red 050","#ED1C24",0,""
ABSORB,"FirstRed/g500_Default","40714:28082","#ED1C24","Primary/Red 050","#ED1C24",0,""
ABSORB,"FirstRed/g500_Default","41321:27544","#ED1C24","Primary/Red 050","#ED1C24",0,""
ABSORB,"FirstRed/g600_G press","40668:27369","#BE161D","Primary/Red 060","#BE161D",0,""
ABSORB,"FirstRed/g600_G press","42070:47905","#BE161D","Primary/Red 060","#BE161D",0,""
ABSORB,"FirstRed/g600_G press","42412:12832","#BE161D","Primary/Red 060","#BE161D",0,""
ABSORB,"FirstRed/g700","41321:25635","#8E1116","Primary/Red 070","#8E1116",0,""
ABSORB,"FirstRed/g900","40668:27367","#2F0607","Primary/Red 090","#2F0607",0,""
ABSORB,"FirstRed/g900","42560:17528","#2F0607","Primary/Red 090","#2F0607",0,""
ABSORB,"Gcar_color","29108:232431","#ED1C24","Primary/Red 050","#ED1C24",0,""
ABSORB,"Gcar_color","30531:269880","#ED1C24","Primary/Red 050","#ED1C24",0,""
ABSORB,"Gcar_color","42073:65909","#ED1C24","Primary/Red 050","#ED1C24",0,""
ABSORB,"Gcar_logo_text","29108:232430","#1A1A1A","Brand/G car Logo Text","#1A1A1A",0,""
ABSORB,"Gcar_logo_text","42073:65910","#1A1A1A","Brand/G car Logo Text","#1A1A1A",0,""
ABSORB,"Global/Base/White","44381:18172","#FFFFFF","Gray Scale/Gray 000","#FFFFFF",0,""
ABSORB,"Gray Scale/Gray 000","7606:76631","#FFFFFF","Gray Scale/Gray 000","#FFFFFF",0,""
ABSORB,"Gray Scale/Gray 000","42877:27252","#FFFFFF","Gray Scale/Gray 000","#FFFFFF",0,""
ABSORB,"Gray Scale/Gray 000 *white","4772:50381","#FFFFFF","Gray Scale/Gray 000","#FFFFFF",0,""
ABSORB,"Gray Scale/Gray 000 *white","7517:76559","#FFFFFF","Gray Scale/Gray 000","#FFFFFF",0,""
ABSORB,"Gray Scale/Gray 005","10810:151846","#F8F8F8","Gray Scale/Gray 005","#F8F8F8",0,""
ABSORB,"Gray Scale/Gray 005","43037:12689","#F8F8F8","Gray Scale/Gray 005","#F8F8F8",0,""
ABSORB,"Gray Scale/Gray 010","7606:76632","#F1F1F1","Gray Scale/Gray 010","#F1F1F1",0,""
ABSORB,"Gray Scale/Gray 020","5197:53825","#E2E2E2","Gray Scale/Gray 020","#E2E2E2",0,""
ABSORB,"Gray Scale/Gray 020","7606:76633","#E2E2E2","Gray Scale/Gray 020","#E2E2E2",0,""
ABSORB,"Gray Scale/Gray 020","40241:26900","#E2E2E2","Gray Scale/Gray 020","#E2E2E2",0,""
ABSORB,"Gray Scale/Gray 020","42066:28155","#E2E2E2","Gray Scale/Gray 020","#E2E2E2",0,""
ABSORB,"Gray Scale/Gray 030","7606:76634","#D4D4D4","Gray Scale/Gray 030","#D4D4D4",0,""
ABSORB,"Gray Scale/Gray 030","43094:28034","#D4D4D4","Gray Scale/Gray 030","#D4D4D4",0,""
ABSORB,"Gray Scale/Gray 040","7606:76635","#C5C5C5","Gray Scale/Gray 040","#C5C5C5",0,""
ABSORB,"Gray Scale/Gray 040","43030:53779","#C5C5C5","Gray Scale/Gray 040","#C5C5C5",0,""
ABSORB,"Gray Scale/Gray 050","7606:76636","#B7B7B7","Gray Scale/Gray 050","#B7B7B7",0,""
ABSORB,"Gray Scale/Gray 060","7606:76637","#898989","Gray Scale/Gray 060","#898989",0,""
ABSORB,"Gray Scale/Gray 070","7606:76638","#5C5C5C","Gray Scale/Gray 070","#5C5C5C",0,""
ABSORB,"Gray Scale/Gray 080","3108:21240","#2F2E2E","Gray Scale/Gray 080","#2F2E2E",0,""
ABSORB,"Gray Scale/Gray 080","41321:25218","#2F2E2E","Gray Scale/Gray 080","#2F2E2E",0,""
ABSORB,"Gray Scale/Gray 080","44260:14388","#2F2E2E","Gray Scale/Gray 080","#2F2E2E",0,""
ABSORB,"Gray Scale/Gray 100","2748:17366","#000000","Gray Scale/Gray 100","#000000",0,""
ABSORB,"Gray Scale/gray000","22420:69821","#FFFFFF","Gray Scale/Gray 000","#FFFFFF",0,""
ABSORB,"Gray Scale/gray000","23485:75422","#FFFFFF","Gray Scale/Gray 000","#FFFFFF",0,""
ABSORB,"Gray Scale/gray000","38433:38437","#FFFFFF","Gray Scale/Gray 000","#FFFFFF",0,""
ABSORB,"Gray Scale/gray000","40479:37617","#FFFFFF","Gray Scale/Gray 000","#FFFFFF",0,""
ABSORB,"Gray Scale/gray000","40625:3022","#FFFFFF","Gray Scale/Gray 000","#FFFFFF",0,""
ABSORB,"Gray Scale/gray000","41321:27508","#FFFFFF","Gray Scale/Gray 000","#FFFFFF",0,""
ABSORB,"Gray Scale/gray000","42073:45214","#FFFFFF","Gray Scale/Gray 000","#FFFFFF",0,""
ABSORB,"Gray Scale/gray000","42342:70315","#FFFFFF","Gray Scale/Gray 000","#FFFFFF",0,""
ABSORB,"Gray Scale/gray005","28435:52327","#F8F8F8","Gray Scale/Gray 005","#F8F8F8",0,""
ABSORB,"Gray Scale/gray005","40227:26822","#F8F8F8","Gray Scale/Gray 005","#F8F8F8",0,""
ABSORB,"Gray Scale/gray005","42070:47891","#F8F8F8","Gray Scale/Gray 005","#F8F8F8",0,""
ABSORB,"Gray Scale/gray005","42342:70323","#F8F8F8","Gray Scale/Gray 005","#F8F8F8",0,""
ABSORB,"Gray Scale/gray005","42859:8632","#F8F8F8","Gray Scale/Gray 005","#F8F8F8",0,""
ABSORB,"Gray Scale/gray005","44312:17271","#F8F8F8","Gray Scale/Gray 005","#F8F8F8",0,""
ABSORB,"Gray Scale/gray010","28406:194276","#F1F1F1","Gray Scale/Gray 010","#F1F1F1",0,""
ABSORB,"Gray Scale/gray010","40917:27614","#F1F1F1","Gray Scale/Gray 010","#F1F1F1",0,""
ABSORB,"Gray Scale/gray010","41321:26949","#F1F1F1","Gray Scale/Gray 010","#F1F1F1",0,""
ABSORB,"Gray Scale/gray010","42073:45126","#F1F1F1","Gray Scale/Gray 010","#F1F1F1",0,""
ABSORB,"Gray Scale/gray010","43169:12253","#F1F1F1","Gray Scale/Gray 010","#F1F1F1",0,""
ABSORB,"Gray Scale/gray010","43984:5010","#F1F1F1","Gray Scale/Gray 010","#F1F1F1",0,""
ABSORB,"Gray Scale/gray020","28406:194259","#E2E2E2","Gray Scale/Gray 020","#E2E2E2",0,""
ABSORB,"Gray Scale/gray020","28406:194268","#E2E2E2","Gray Scale/Gray 020","#E2E2E2",0,""
ABSORB,"Gray Scale/gray020","38433:38848","#E2E2E2","Gray Scale/Gray 020","#E2E2E2",0,""
ABSORB,"Gray Scale/gray020","40613:37710","#E2E2E2","Gray Scale/Gray 020","#E2E2E2",0,""
ABSORB,"Gray Scale/gray020","42066:28175","#E2E2E2","Gray Scale/Gray 020","#E2E2E2",0,""
ABSORB,"Gray Scale/gray020","42763:45416","#E2E2E2","Gray Scale/Gray 020","#E2E2E2",0,""
ABSORB,"Gray Scale/gray020","43169:12254","#E2E2E2","Gray Scale/Gray 020","#E2E2E2",0,""
ABSORB,"Gray Scale/gray020","43984:5011","#E2E2E2","Gray Scale/Gray 020","#E2E2E2",0,""
ABSORB,"Gray Scale/gray030","40613:37708","#D4D4D4","Gray Scale/Gray 030","#D4D4D4",0,""
ABSORB,"Gray Scale/gray030","41321:27576","#D4D4D4","Gray Scale/Gray 030","#D4D4D4",0,""
ABSORB,"Gray Scale/gray030","42560:39594","#D4D4D4","Gray Scale/Gray 030","#D4D4D4",0,""
ABSORB,"Gray Scale/gray030","42763:45417","#D4D4D4","Gray Scale/Gray 030","#D4D4D4",0,""
ABSORB,"Gray Scale/gray030","42814:16224","#D4D4D4","Gray Scale/Gray 030","#D4D4D4",0,""
ABSORB,"Gray Scale/gray030","43984:4754","#D4D4D4","Gray Scale/Gray 030","#D4D4D4",0,""
ABSORB,"Gray Scale/gray040","28406:194267","#C5C5C5","Gray Scale/Gray 040","#C5C5C5",0,""
ABSORB,"Gray Scale/gray040","38433:38852","#C5C5C5","Gray Scale/Gray 040","#C5C5C5",0,""
ABSORB,"Gray Scale/gray040","40241:26732","#C5C5C5","Gray Scale/Gray 040","#C5C5C5",0,""
ABSORB,"Gray Scale/gray040","40479:37622","#C5C5C5","Gray Scale/Gray 040","#C5C5C5",0,""
ABSORB,"Gray Scale/gray040","40714:28083","#C5C5C5","Gray Scale/Gray 040","#C5C5C5",0,""
ABSORB,"Gray Scale/gray040","42066:28110","#C5C5C5","Gray Scale/Gray 040","#C5C5C5",0,""
ABSORB,"Gray Scale/gray040","42763:45420","#C5C5C5","Gray Scale/Gray 040","#C5C5C5",0,""
ABSORB,"Gray Scale/gray050","28406:194265","#B7B7B7","Gray Scale/Gray 050","#B7B7B7",0,""
ABSORB,"Gray Scale/gray050","42554:49335","#B7B7B7","Gray Scale/Gray 050","#B7B7B7",0,""
ABSORB,"Gray Scale/gray050","42763:45421","#B7B7B7","Gray Scale/Gray 050","#B7B7B7",0,""
ABSORB,"Gray Scale/gray060","38433:38850","#898989","Gray Scale/Gray 060","#898989",0,""
ABSORB,"Gray Scale/gray060","40241:27783","#898989","Gray Scale/Gray 060","#898989",0,""
ABSORB,"Gray Scale/gray060","40479:37620","#898989","Gray Scale/Gray 060","#898989",0,""
ABSORB,"Gray Scale/gray060","42066:28113","#898989","Gray Scale/Gray 060","#898989",0,""
ABSORB,"Gray Scale/gray060","42763:45418","#898989","Gray Scale/Gray 060","#898989",0,""
ABSORB,"Gray Scale/gray060","44312:17268","#898989","Gray Scale/Gray 060","#898989",0,""
ABSORB,"Gray Scale/gray070","28406:194256","#5C5C5C","Gray Scale/Gray 070","#5C5C5C",0,""
ABSORB,"Gray Scale/gray070","28893:179891","#5C5C5C","Gray Scale/Gray 070","#5C5C5C",0,""
ABSORB,"Gray Scale/gray070","40479:37623","#5C5C5C","Gray Scale/Gray 070","#5C5C5C",0,""
ABSORB,"Gray Scale/gray070","42730:102533","#5C5C5C","Gray Scale/Gray 070","#5C5C5C",0,""
ABSORB,"Gray Scale/gray070","42763:45419","#5C5C5C","Gray Scale/Gray 070","#5C5C5C",0,""
ABSORB,"Gray Scale/gray070","43984:5029","#5C5C5C","Gray Scale/Gray 070","#5C5C5C",0,""
ABSORB,"Gray Scale/gray080","28406:194252","#2F2E2E","Gray Scale/Gray 080","#2F2E2E",0,""
ABSORB,"Gray Scale/gray080","38433:38856","#2F2E2E","Gray Scale/Gray 080","#2F2E2E",0,""
ABSORB,"Gray Scale/gray080","40241:26868","#2F2E2E","Gray Scale/Gray 080","#2F2E2E",0,""
ABSORB,"Gray Scale/gray080","40479:37614","#2F2E2E","Gray Scale/Gray 080","#2F2E2E",0,""
ABSORB,"Gray Scale/gray080","42066:28174","#2F2E2E","Gray Scale/Gray 080","#2F2E2E",0,""
ABSORB,"Gray Scale/gray080","42415:11427","#2F2E2E","Gray Scale/Gray 080","#2F2E2E",0,""
ABSORB,"Gray Scale/gray080","43169:12258","#2F2E2E","Gray Scale/Gray 080","#2F2E2E",0,""
ABSORB,"Gray Scale/gray100","28406:194257","#000000","Gray Scale/Gray 100","#000000",0,""
ABSORB,"Gray Scale/gray100","38433:38846","#000000","Gray Scale/Gray 100","#000000",0,""
ABSORB,"Gray Scale/gray100","40046:44562","#000000","Gray Scale/Gray 100","#000000",0,""
ABSORB,"Gray Scale/gray100","41321:27535","#000000","Gray Scale/Gray 100","#000000",0,""
ABSORB,"Gray Scale/gray100","43169:12106","#000000","Gray Scale/Gray 100","#000000",0,""
ABSORB,"Gray Scale/gray100","43984:4552","#000000","Gray Scale/Gray 100","#000000",0,""
ABSORB,"Gray scale/White","40241:26869","#FFFFFF","Gray Scale/Gray 000","#FFFFFF",0,""
ABSORB,"Gray/01","40241:26902","#FFFFFF","Gray Scale/Gray 000","#FFFFFF",0,""
ABSORB,"Gray/903","1348:38781","#B3BABF","Map Marker/Disabled Line","#B3BABF",0,""
ABSORB,"gray/gray-0","44283:4580","#FFFFFF","Gray Scale/Gray 000","#FFFFFF",0,""
ABSORB,"gray000","3465:25159","#FFFFFF","Gray Scale/Gray 000","#FFFFFF",0,""
ABSORB,"gray010","7964:81977","#F1F1F1","Gray Scale/Gray 010","#F1F1F1",0,""
ABSORB,"gray020","1869:12201","#E2E2E2","Gray Scale/Gray 020","#E2E2E2",0,""
ABSORB,"gray020","42073:45121","#E2E2E2","Gray Scale/Gray 020","#E2E2E2",0,""
ABSORB,"GRAYSCALE/gray_001","40241:26870","#FFFFFF","Gray Scale/Gray 000","#FFFFFF",0,""
ABSORB,"Grayscale/Gray05","43590:51980","#1A1A1A","Brand/G car Logo Text","#1A1A1A",0,""
ABSORB,"iOS/Safari/Bars Background Light","2271:13562","#F8F8F8","Gray Scale/Gray 005","#F8F8F8",0,""
ABSORB,"Korail(Pending)/코레일_bg_table","34093:270163","#F1F1F1","Gray Scale/Gray 010","#F1F1F1",0,""
ABSORB,"Label Color/Dark/Primary","42557:9970","#FFFFFF","Gray Scale/Gray 000","#FFFFFF",0,""
ABSORB,"Label Color/Dark/Primary","42939:54628","#FFFFFF","Gray Scale/Gray 000","#FFFFFF",0,""
ABSORB,"Label Color/Light/Primary","42557:9968","#000000","Gray Scale/Gray 100","#000000",0,""
ABSORB,"Label Color/Light/Primary","42939:54612","#000000","Gray Scale/Gray 100","#000000",0,""
ABSORB,"Line Btn text","2399:13633","#B3BABF","Map Marker/Disabled Line","#B3BABF",0,""
ABSORB,"Map Marker/Active","17358:76197","#FFFFFF","Gray Scale/Gray 000","#FFFFFF",0,""
ABSORB,"Map Marker/Active_Line","17358:76204","#A1B1BB","Navy/Navy 030","#A1B1BB",0,""
ABSORB,"Map Marker/Corporation","23891:101533","#005E97","Map Marker/Corporation","#005E97",0,""
ABSORB,"Map Marker/Disabled Line","23891:101540","#B3BABF","Map Marker/Disabled Line","#B3BABF",0,""
ABSORB,"Map Marker/Disabled Text","23891:101547","#BEC3C7","Map Marker/Disabled Text","#BEC3C7",0,""
ABSORB,"Map Marker/disabled_Line","40613:37709","#B3BABF","Map Marker/Disabled Line","#B3BABF",0,""
ABSORB,"Map Marker/disabled_Line","40917:27399","#B3BABF","Map Marker/Disabled Line","#B3BABF",0,""
ABSORB,"Map Marker/disabled_Line","42410:54407","#B3BABF","Map Marker/Disabled Line","#B3BABF",0,""
ABSORB,"Map Marker/disabled_Text","43091:34788","#BEC3C7","Map Marker/Disabled Text","#BEC3C7",0,""
ABSORB,"Map Marker/Free Zone","23882:101574","#FD8484","Badge/Hot Deal","#FD8484",0,""
ABSORB,"Map Marker/Free Zone Line","1574:13065","#EB6565","Map Marker/Free Zone Line","#EB6565",0,""
ABSORB,"Map Marker/freezone","40613:37796","#FD8484","Badge/Hot Deal","#FD8484",0,""
ABSORB,"Map Marker/freezone","42505:37957","#FD8484","Badge/Hot Deal","#FD8484",0,""
ABSORB,"Map Marker/freezone_Line","40613:37797","#EB6565","Map Marker/Free Zone Line","#EB6565",0,""
ABSORB,"Map Marker/freezone_Line","42505:37958","#EB6565","Map Marker/Free Zone Line","#EB6565",0,""
ABSORB,"Map Marker/map marker_Shadow","40613:37654","#000000","Gray Scale/Gray 100","#000000",0,""
ABSORB,"Map Marker/map marker_Shadow","40613:37707","#000000","Gray Scale/Gray 100","#000000",0,""
ABSORB,"Map Marker/map marker_Shadow","42410:54406","#000000","Gray Scale/Gray 100","#000000",0,""
ABSORB,"Map Marker/Shadow","23888:101520","#E2E2E2","Gray Scale/Gray 020","#E2E2E2",0,""
ABSORB,"Navy scale/NEW_Navi070","30499:136736","#0A3C5C","Navy/Navy 060","#0A3C5C",0,""
ABSORB,"Navy scale/White","23606:78363","#FFFFFF","Gray Scale/Gray 000","#FFFFFF",0,""
ABSORB,"Navy/Navy 010","40592:1994","#E8ECEF","Navy/Navy 010","#E8ECEF",0,""
ABSORB,"Navy/Navy 020","40592:1995","#D0D8DD","Navy/Navy 020","#D0D8DD",0,""
ABSORB,"Navy/Navy 030","40594:1996","#A1B1BB","Navy/Navy 030","#A1B1BB",0,""
ABSORB,"Navy/navy 040","40594:1997","#728A9A","Navy/Navy 040","#728A9A",0,""
ABSORB,"Navy/navy 040","42066:28156","#728A9A","Navy/Navy 040","#728A9A",0,""
ABSORB,"Navy/Navy 050","40594:1998","#436378","Navy/Navy 050","#436378",0,""
ABSORB,"Navy/Navy 060","40594:1999","#0A3C5C","Navy/Navy 060","#0A3C5C",0,""
ABSORB,"Navy/Navy 070","40594:2000","#0F2D41","Navy/Navy 070","#0F2D41",0,""
ABSORB,"Navy/Navy 080","40594:2001","#0A1E2B","Navy/Navy 080","#0A1E2B",0,""
ABSORB,"Navy/Navy 090","40594:2002","#020609","Navy/Navy 100","#020609",0,""
ABSORB,"Navy/Navy 100","40594:2003","#060809","Navy/Navy 090","#060809",0,""
ABSORB,"navy100","4882:52638","#060809","Navy/Navy 090","#060809",0,""
ABSORB,"Neutrals / Black #000000","4766:50372","#000000","Gray Scale/Gray 100","#000000",0,""
ABSORB,"Primary/910","1348:38788","#060809","Navy/Navy 090","#060809",0,""
ABSORB,"Primary/Red 010","6542:61533","#FBD2D3","Primary/Red 010","#FBD2D3",0,""
ABSORB,"Primary/Red 020","6542:61534","#F8A4A7","Primary/Red 020","#F8A4A7",0,""
ABSORB,"Primary/Red 060","6542:61538","#BE161D","Primary/Red 060","#BE161D",0,""
ABSORB,"Primary/Red 070","6542:61539","#8E1116","Primary/Red 070","#8E1116",0,""
ABSORB,"Primary/Red 080","6542:61540","#5F0B0E","Primary/Red 080","#5F0B0E",0,""
ABSORB,"Primary/Red 090","6542:61541","#2F0607","Primary/Red 090","#2F0607",0,""
ABSORB,"Primary/Red 300","6542:61535","#F4777C","Primary/Red 030","#F4777C",0,""
ABSORB,"Primary/Red 400","6542:61536","#F14950","Primary/Red 040","#F14950",0,""
ABSORB,"Primary/Red 400","43030:53233","#F14950","Primary/Red 040","#F14950",0,""
ABSORB,"Primary/Red 500","6542:61537","#ED1C24","Primary/Red 050","#ED1C24",0,""
ABSORB,"Primary/Red 500","43037:21190","#ED1C24","Primary/Red 050","#ED1C24",0,""
ABSORB,"red060","1869:12204","#D32828","System/Alarm","#D32828",0,""
ABSORB,"Red100","7517:76558","#D32828","System/Alarm","#D32828",0,""
ABSORB,"Second Navy/navy010","1768:11900","#E8ECEF","Navy/Navy 010","#E8ECEF",0,""
ABSORB,"Second Navy/navy010","22655:67699","#E8ECEF","Navy/Navy 010","#E8ECEF",0,""
ABSORB,"Second Navy/navy010","38433:41946","#E8ECEF","Navy/Navy 010","#E8ECEF",0,""
ABSORB,"Second Navy/navy010","38487:37647","#E8ECEF","Navy/Navy 010","#E8ECEF",0,""
ABSORB,"Second Navy/navy010","40613:37761","#E8ECEF","Navy/Navy 010","#E8ECEF",0,""
ABSORB,"Second Navy/navy010","41173:25106","#E8ECEF","Navy/Navy 010","#E8ECEF",0,""
ABSORB,"Second Navy/navy010","41321:26951","#E8ECEF","Navy/Navy 010","#E8ECEF",0,""
ABSORB,"Second Navy/navy010","43882:23906","#E8ECEF","Navy/Navy 010","#E8ECEF",0,""
ABSORB,"Second Navy/navy010","43984:4789","#E8ECEF","Navy/Navy 010","#E8ECEF",0,""
ABSORB,"Second Navy/navy020_Disabled Btn","1564:15372","#D0D8DD","Navy/Navy 020","#D0D8DD",0,""
ABSORB,"Second Navy/navy020_Disabled Btn","22420:69828","#D0D8DD","Navy/Navy 020","#D0D8DD",0,""
ABSORB,"Second Navy/navy020_Disabled Btn","28406:194271","#D0D8DD","Navy/Navy 020","#D0D8DD",0,""
ABSORB,"Second Navy/navy020_Disabled Btn","38433:38443","#D0D8DD","Navy/Navy 020","#D0D8DD",0,""
ABSORB,"Second Navy/navy020_Disabled Btn","38487:37648","#D0D8DD","Navy/Navy 020","#D0D8DD",0,""
ABSORB,"Second Navy/navy020_Disabled Btn","40046:44569","#D0D8DD","Navy/Navy 020","#D0D8DD",0,""
ABSORB,"Second Navy/navy020_Disabled Btn","41321:27510","#D0D8DD","Navy/Navy 020","#D0D8DD",0,""
ABSORB,"Second Navy/navy020_Disabled Btn","41321:27545","#D0D8DD","Navy/Navy 020","#D0D8DD",0,""
ABSORB,"Second Navy/navy020_Disabled Btn","42073:45132","#D0D8DD","Navy/Navy 020","#D0D8DD",0,""
ABSORB,"Second Navy/navy020_Disabled Btn","42342:70318","#D0D8DD","Navy/Navy 020","#D0D8DD",0,""
ABSORB,"Second Navy/navy020_Disabled Btn","43169:12125","#D0D8DD","Navy/Navy 020","#D0D8DD",0,""
ABSORB,"Second Navy/navy030","1580:13070","#B3BABF","Map Marker/Disabled Line","#B3BABF",0,""
ABSORB,"Second Navy/navy030_Line Btn text","5905:54825","#A1B1BB","Navy/Navy 030","#A1B1BB",0,""
ABSORB,"Second Navy/navy030_Line Btn text","28435:52326","#A1B1BB","Navy/Navy 030","#A1B1BB",0,""
ABSORB,"Second Navy/navy030_Line Btn text","38487:37649","#A1B1BB","Navy/Navy 030","#A1B1BB",0,""
ABSORB,"Second Navy/navy030_Line Btn text","40917:27410","#A1B1BB","Navy/Navy 030","#A1B1BB",0,""
ABSORB,"Second Navy/navy030_Line Btn text","42400:56624","#A1B1BB","Navy/Navy 030","#A1B1BB",0,""
ABSORB,"Second Navy/navy040_Second Text","4007:39944","#728A9A","Navy/Navy 040","#728A9A",0,""
ABSORB,"Second Navy/navy040_Second Text","22420:69855","#728A9A","Navy/Navy 040","#728A9A",0,""
ABSORB,"Second Navy/navy040_Second Text","23912:101742","#728A9A","Navy/Navy 040","#728A9A",0,""
ABSORB,"Second Navy/navy040_Second Text","38433:38448","#728A9A","Navy/Navy 040","#728A9A",0,""
ABSORB,"Second Navy/navy040_Second Text","38487:37650","#728A9A","Navy/Navy 040","#728A9A",0,""
ABSORB,"Second Navy/navy040_Second Text","40613:37747","#728A9A","Navy/Navy 040","#728A9A",0,""
ABSORB,"Second Navy/navy040_Second Text","41321:27507","#728A9A","Navy/Navy 040","#728A9A",0,""
ABSORB,"Second Navy/navy040_Second Text","41321:27546","#728A9A","Navy/Navy 040","#728A9A",0,""
ABSORB,"Second Navy/navy040_Second Text","42073:45217","#728A9A","Navy/Navy 040","#728A9A",0,""
ABSORB,"Second Navy/navy040_Second Text","42342:70319","#728A9A","Navy/Navy 040","#728A9A",0,""
ABSORB,"Second Navy/navy040_Second Text","42877:27290","#728A9A","Navy/Navy 040","#728A9A",0,""
ABSORB,"Second Navy/navy040_Second Text","43169:12129","#728A9A","Navy/Navy 040","#728A9A",0,""
ABSORB,"Second Navy/navy050","1666:11834","#436378","Navy/Navy 050","#436378",0,""
ABSORB,"Second Navy/navy050","22427:69939","#436378","Navy/Navy 050","#436378",0,""
ABSORB,"Second Navy/navy050","28406:194274","#436378","Navy/Navy 050","#436378",0,""
ABSORB,"Second Navy/navy050","32560:268459","#436378","Navy/Navy 050","#436378",0,""
ABSORB,"Second Navy/navy050","38487:37651","#436378","Navy/Navy 050","#436378",0,""
ABSORB,"Second Navy/navy050","41321:27511","#436378","Navy/Navy 050","#436378",0,""
ABSORB,"Second Navy/navy050","42342:70324","#436378","Navy/Navy 050","#436378",0,""
ABSORB,"Second Navy/navy050","43037:12688","#436378","Navy/Navy 050","#436378",0,""
ABSORB,"Second Navy/navy070_Def Press","22420:69826","#0F2D41","Navy/Navy 070","#0F2D41",0,""
ABSORB,"Second Navy/navy070_Def Press","42073:45216","#0F2D41","Navy/Navy 070","#0F2D41",0,""
ABSORB,"Second Navy/navy070_Default Press","1564:15250","#0F2D41","Navy/Navy 070","#0F2D41",0,""
ABSORB,"Second Navy/navy070_Default Press","25905:190232","#0F2D41","Navy/Navy 070","#0F2D41",0,""
ABSORB,"Second Navy/navy070_Default Press","38433:38441","#0F2D41","Navy/Navy 070","#0F2D41",0,""
ABSORB,"Second Navy/navy070_Default Press","38487:37653","#0F2D41","Navy/Navy 070","#0F2D41",0,""
ABSORB,"Second Navy/navy070_Default Press","40227:26915","#0F2D41","Navy/Navy 070","#0F2D41",0,""
ABSORB,"Second Navy/navy070_Default Press","40613:37745","#0F2D41","Navy/Navy 070","#0F2D41",0,""
ABSORB,"Second Navy/navy070_Default Press","42342:70312","#0F2D41","Navy/Navy 070","#0F2D41",0,""
ABSORB,"Second Navy/navy070_Default Press","43169:12123","#0F2D41","Navy/Navy 070","#0F2D41",0,""
ABSORB,"Second Navy/navy070_Default Press","43882:23761","#0F2D41","Navy/Navy 070","#0F2D41",0,""
ABSORB,"Second Navy/navy080","7606:76669","#0A1E2B","Navy/Navy 080","#0A1E2B",0,""
ABSORB,"Second Navy/navy100","1580:13096","#060809","Navy/Navy 090","#060809",0,""
ABSORB,"Second Navy/navy100","38487:37655","#060809","Navy/Navy 090","#060809",0,""
ABSORB,"Second Navy/navy100","41343:25350","#060809","Navy/Navy 090","#060809",0,""
ABSORB,"Second Navy/navy100","42554:49336","#060809","Navy/Navy 090","#060809",0,""
ABSORB,"Secondary/bookmark","23485:75419","#FED500","Badge/Bookmark","#FED500",0,""
ABSORB,"Secondary/eleccar","22867:85727","#A87DF9","Badge/Eleccar","#A87DF9",0,""
ABSORB,"Secondary/event","42859:8430","#F8679C","Badge/Event","#F8679C",0,""
ABSORB,"Secondary/freezone","1574:13064","#FD8484","Badge/Hot Deal","#FD8484",0,""
ABSORB,"Secondary/hotdeal","23485:75420","#FD8484","Badge/Hot Deal","#FD8484",0,""
ABSORB,"Secondary/L.POINT","22427:69935","#009BFA","Brand/L.POINT","#009BFA",0,""
ABSORB,"Secondary/L.POINT2","23485:75423","#0079C3","Brand/L.POINT 2","#0079C3",0,""
ABSORB,"Secondary/L.POINT2","42859:8630","#0079C3","Brand/L.POINT 2","#0079C3",0,""
